Text,target
"This pasta arrived as a hot, messy mush packed IN A BAG not a cooler as another reviewer stated. It's also made with eggs so it's inedible. I didn't know it was frozen when I ordered it. There was no information in the listing. I thought it was dried like Barilla.<br /><br />If you order, do it in cool weather.",0.0
"This product might work for someone else, but didn't seem to help me at all. I drank several bottles before going to bed after a heavy night of drinking and woke up feeling just as bad as I would have if I hadn't taken anything.",0.0
"Maggie, our scottie, loves these special treats - plus one of the few treats she is able to have due to skin problems!!!",1.0
My mom sent me this as a gift for my 23rd birthday and we had a blast remembering all the diffrent kind of treats.  It was the best gift i can remember because it opened doors full of great childhood memories so thanks mom !!!!!!,1.0
"Great taste. I eat it with a spoon when I need a chocolate fix. Very healthy and great tasting. My fav chocolate is bars made with 90% cocoa, this is sweeter tasting to me. I didn't do 5 stars because I wish it was cheaper and I feel like there should be other flavor variations, maybe add cinnamon or something, i'm not sure.",0.0
"I thought I needed to clean my machine...however, it was this coffee.  When I placed another companies coffee in, it tasted fine.<br />I have 2 boxes if anyone wants them.",0.0
"I love Haribo gummy bears. I was always eating them as a kid. Now that I am an adult I still love them, but can only have sugar free ones. WARNING if you are not familiar with sugar alcohols then you need to eat sugar free products slowly. They do cause some intestinal discomfort. I find like with everything else be smart eat in moderation. I can eat some sugar free products and they don't bother me, but others do. Be smart read reviews and follow advice from those who have tried them. I have been living low carb and sugar free for ten years",1.0
"These took FOREVER to ship and when they did arrive they were not as durable as advertized.  Was looking for a bone to keep our dogs busy, these were more like a snack.",0.0
I love the Breakfast Blend because it is not real strong and does not have a bitter taste.  Another great blend is the Nantucket Blend.,1.0
"We bought this food for our 2 year old Siamese cat after he started having problems with vomiting after eating too fast. The food is designed to encourage chewing so they don't eat so fast (common Siamese problem).  It helped significantly with the vomiting, but even with feeding him the ""overweight"" amount per day, he was still not losing any weight (he weighted 17.5 lbs at his weight in and has a bit of a waddle).  We have now switched him to the Royal Canin Light 40 and he is doing well.  He seems to have a little more energy than normal and loves the food. I was concerned that the smaller pieces would cause the vomiting to reappear, but he hasn't had one problem yet.  Overall the Royal Canin brand is great and I would recommend it to anyone.",1.0
Yum Yum - this stuff is good!  Perfect for adding to protein shakes or greek yougart or just add water for a delicious dip for apples and celery. You can use it as a dry dip for banannas too!  Has made a wonderful addition to my meals and helps keep me on track with my reduced calorie diet.  I love peanut butter but don't miss (or the higher calories) with PB2.,1.0
"I have tried several maple sugar products in the past, and this is by far the best value.  Not only does it have wonderful flavor, but it is the least expensive I have found, especially when you subscribe and save!",1.0
"Tastes Awful, and super pricey, don't buy this stuff!! It may be orgnaic but it tastes like it comes from chemistry set of a ten year old. yuckyy.",0.0
"My dogs love the busy bone, and especially loved this flavor/texture of gnawhide ring. Great idea to keep the pups occupied and happy.",1.0
I like Kettle chips but was really disappointed with this order because they were over cooked.  I bought a bigger sized bag from Costco and the chips were all cooked perfectly. So I don't know why these were different.<br />Will never buy these chips from here again.,0.0
"Yummy! Enough Said. These little cookies are so good. Perfect amount of sweetness, chocate and crispness. Will definitely be ordering again!",1.0
"I was trying to figure out how to be a bit more economical when enjoying my coffee in the k cups. This product does the trick. The cups , filter and tops work  great and allows one to enjoy their favorite brand of coffee thus reducing the cost per cup.",1.0
This is an excellent product.  No preservatives are added which is difficult to find in common cereals on the shelves today.  The healthy and wholesome ingredients in this cereal allow me to provide my kids a quick and delicous breakfast (or snack)that will give them the energy and nutrients they need.,1.0
"Thought I'd try it since I order chicken korma when dining out at Indian restaurants - was quite disappointed as this jar sauce tasted nothing like anything I've ever had - tried adding butter and cream and ground pistachio, cashews and almonds and golden raisins - it only helped a little.  Will be making korma from scratch next time around!",0.0
"What I received was not Roland, but HikariMiso. Not a big deal, but kinda weird. I bought this to use in a Vegan mock mac & cheese recipe, and I can tell it's going to be delicious because this stuff tastes so much like cheese it's scary. I'm a miso noob, so I don't have a lot to say beyond that. :D<br /><br />UPDATE: I wasn't sure how white miso is supposed to look, but I've been checking out images online, and what I got is a dark red color, despite the packaging claim that it is white. It doesn't look anything like the white miso images I've seen (light yellow color). Is it spoiled? I called Amazon and they are going to send me a replacement. I'll update again, when I receive it.",1.0
"WOW!  I grew up hating oatmeal - thought it was slimey and reminded me of wallpaper paste.  Could only tolerate it when used as an ingredient in cookies, meatloaf, etc.  First time I ate Silver Palate Oatmeal I was amazed at the difference.  There was actual taste and texture that was good!  I've since tried other rough cut, minimally processed oatmeals but I keep coming back to Silver Palate.  Sometimes I even get a craving for this oatmeal - which I would never have imagined could happen to a confirmed oatmeal hater.",1.0
I bought some of these peppers and they have no flavor or heat what so ever . They are a waste of money.,0.0
"The broth itself is great. the packaging and delivery are awful. While I had a case delivered, 3 of the boxes were damaged in shipment and we ended up with chicken stock all over the place leaking. Not worth it, better to just buy at a warehouse store than in bulk where shipping can easily damage the item.",0.0
"I've been a Total junkie for years.  After several successive years of excellent results on my annual physicals, I figure this must be one of the things this old Nam Vet is doing right. However, health food is wasted unless it is combined with regular and strenuous exercise.  Try this for a Total breakfast.  Add two tablespoons of Oregon Blueberries from Amazon.Com and two tablespoons of crushed almonds over your Total.  Sweeten with Splenda. Pour on either skim milk or light soy milk. Add coffee, orange juice and a banana on the side - and then go work out for a half day.",1.0
"In my first order, instead of sending Fiber One Honey Clusters, I got six boxes of ""Basic Four"" cereal. When I complained Amazon sent another shipment, but again, it was all Basic Four. I have given up on Amazon getting this order right and have asked for a refund.",0.0
"If Rice Crispy bars were made with good chocolate, and didn't taste like wax, they might taste like this.  Wow- What a yummy treat.  These are coated with a LOT of chocolate, and for me are more like a candy than a cookie (and I don't have a problem with that!)  I would not have wanted to order them in the summer, because I feel sure they would have melted.  The chocolate taste is wonderful, and I love the crunchiness.  The Sell By date is not until 9/2010 a full 8 months from today (1/21/2010), so I'm pleased with their freshness.  I don't think they will last very long in our house, but still, it's nice they are fresh.  These are packed very well, so they should not arrive crumbled or damaged in any way.  My cookies are perfect.  If you like crunchy chocolate treats this is for you!  Delicious!",1.0
"The cat went right for this food, no hesitation.  I rate 4 out of 5 stars because the canned food is too low in protein and fats to use the main pet diet.  I recommend this product with the caveat that you supplement it with additional protein and fats (a dry food would be good).",0.0
"I generally dislike most ""healthy"" bars mainly because they don't taste particularly good.  Like bars are different, they are truly tasty! Well at least the cranberry almond and the almond cashew with flax bars I have tried are amazing.  I am more than happy to snack on them rather than a chocolate bar or other snack, they are that good!",1.0
"I hate eggs. I developed this aversion to them because my mother used to make me drink them raw when I was a kid. I felt more punished than healed and nothing in the world can make me eat an egg, no matter how well it is cooked. One problem, though, their protein source is excellent. I need the protein but not the egg. My online search finally bore fruit the other day when I came upon Acai matcha tea. This fine tasting tea has more protein than eggs. Hurray! What a relief...",1.0
"Like everyone else, I was a little skeptical.. our family loves peanut butter and and wasnt sure how powdered peanut butter could compare.  We normally buy Smart Balance, very limited ingredients (no stir).,we love it however thought we would give PB2 a try since the calories and fat are significantly lower,  PB2 did not dissapoint! I tried it all by itself, on a celery stick, and this morning in my smoothie.. WOW! Dont think I will ever go back to regular peanut butter.  Cant wait to try some of the other recipes and PB2 Chocolate",1.0
"I have become quite the tea drinker, a bit of a tea snob actually.  I have tried them all. I no longer drink tea bag tea, only full leaf loose tea.  This English Breakfast tea by Stash, (full leaf loose) is by far my favorite and one I always come back to.  It has a nice body and aroma, yet never muddy.  Never bitter either.  I always add milk, never sugar, because to me, this tea has a natural sweetness to it.  It is clean & smooth, yet rich.<br />It has a perfect balance for my taste.  I cannot understand why some people only give this tea one star, maybe they just received a bad batch.  I will say that I have noticed slight differences from different batches I have received throughout the years.  I have been drinking this tea for 6 years now, and I love it.",1.0
I was not very happy when i recieved my order. All the cookies were melted. Very good product. Word of advise. Don't buy any products in the summer time that will melt.,0.0
"I usually drink half, wait an hour or so, and finish the bottle. The biggest advantage for me is that I'm not running to the restroom as often with this as with coffee or tea. I bought this with Amazon's Subscribe & Save which is the best price I've seen anywhere.  I don't drink this everyday, but only when I need help staying awake in a boring class or for a homework assignment.",1.0
Caffein free and no returns be warned!  Who wants caffein free chi that's like beer without booz in it.  Different product.  The listing mentions this but I overlooked it.  Who cares what it tastes like I'm in it for the K*E*I*N baby.,0.0
"We recently recieved 2 samples of the 5-Hour Energy and my Husband and my Son inlaw used them the next morning. They had both just gotten off from working night shift, my son in law a 8-10hr shift and my hubby a 12hr shift. They had to work on the car so both took the 5-Hour energy shots and were up all day. Not only did it give them the energy to stay awake and alert enough to fix the car, they also fixed the mower, built on a clubhouse for the kids and cut up a fallen treee in the yard. So in my oppinion the 5-Hour Energy is well worth the cost, and I would buy and use them again. ""I received a free sample of 5-Hour ENERGY® from Smiley360.""",1.0
"Although I can get K cups cheaper at another site, I was unable to get the blend and the manufacturer. So in order to get the product I wanted, it cost more. Ten cents might not be seem like a lot. But K cups themselves are pricing coffee at something like $62.00 a pound for the amount your getting. The price of ease.",1.0
"These are organic super yummy tortilla rounds.  I really like them.  They are on the salty side, but that's good for me.",1.0
"Amazing gluten free crust!  I had made this for a friend who also has celiac disease, making him the main pizza and me a little mini one, (just big enough for one pepperoni) to try just in case it tasted like so many gluten free mixes-awful-but this tastes like 'real' pizza-if I didn't have self control, poor guy would never have had a pizza to eat!!!  It was delicious, and had a delightful rise and acted like normal wheat dough-I could roll it out and not get sticky.  I am now a maniac for manioc (ha ha!), but truly, a wonderful mix-I went out and tried all the chebe mixes-they're affordable and delicious.  (I've only been gluten free for a few months-not long enough to have forgotten what 'normal' food tastes like and still haven't learned to settle for anything less than the taste and texture I remember from my yummy gluten-filled days.  Well, thanks to the Lord for creating manioc, and to Chebe for  boxing it up for me, I don't have to settle!!!<br />Try this-you won't be disappointed!  Then go buy the cinnamon rolls for desert or breakfast the next morning-again, yum!!!",1.0
"My husband has diverticulosis and had to give up popcorn - we tried this, we LOVE it!!  So far we've tried the Butter and Kettle flavors... Butter's the best!  Has the same great flavor as movie popcorn :)",1.0
"I love this tea and still think it's the perfect epitome of that rich red fruit tea. The hibiscus leaves dominate to give it a sour, anti-oxidant packed flavor. It's kind of like a zinger, except it's the best zinger I've ever tasted. I'm a pretty regular tea drinker and agree that loose leaf is the way to go, but sometimes I'll drink a tea that had to be brewed loose leaf and think, why bother? Too much time and effort for a tea that would taste similar brewed in a tea bag. But with a choice few- genmaicha, a delicate white tea, and this one- it's totally worth the effort and I wouldn't do it any other way.<br /><br />  This tea makes the water into a red, juicy but not overly powerful elixir. It wakes up your taste bugs with it's tartness, gives you just enough sweet to satisfy your craving but not give you a sugar spike to make you crave more. Rich, beautiful, fragrant, delicious. The ingredients are fresh, top notch, it's perfectly blended, and quite simply, it's one of my must-have teas.",1.0
"This might be an excellent cereal, but the boxes that I bought had large pieces stuck together that were hard as a rock and dangerous to the fillings in your teeth.  They can be manually broken apart, but that is a lot of extra trouble.  Other than that, the flavor is good.  It does have a significant amount of fiber, and a reasonable amount of protein.  There is a potential problem with sodium deficiency if you eat too many foods low in sodium (that can cause muscle cramps, especially in your legs).",0.0
"I am so glad that I found this stuff, I was searching for chi chi's seafood enchalada recipe and actually found it and the sherry cream sauce that goes over it calls for this stuff in it, some people however complained about it being to salty but hey, just don't add that much to your recipe LOL without this stuff the sauce would not have tasted as good as chi chi's sauce. LOVED IT!!",1.0
"These were much too salty for me.  I was disappointed as I love pepper but the salt and perhaps other spices overwhelmed the taste of the cashews.  My husband, on the other hand, thought they were delicious which is why I'm giving them 3 stars instead of one.  After three handfuls I had had enough.",0.0
"I purchased this same coffee in Sams club for 39.99 for 80 cups, great deal at .50cents a cup.  The coffee was not very bold. Very weak. I had to use 2 at 4 ounces to get any flavor.  i won't buy it again.",0.0
"This is my favorite bagged tea, with a little half and half and a couple sugars this tea makes a strong, authentic Indian spiced chai.  I use this as an alternative when I can't have my own homemade chai mix.",1.0
"They have a real chocolate flavor.  The best part is because they aren't too sweet it takes only a few nuts to truly satisfy.  Another brand I've tried is less chocolatey and sweeter, so I seem to just crave them.",1.0
"I feed Hills Science diet to my pet because I love him and the vet tells me I should. But in all honesty, this product has what is quite certainly the worst snap-lock reseal that I have ever encountered. It is painfully difficult to get it to close properly; and even when it is resealed as best it can be there are still gaps on the side that allow air in to oxidize the product.<br /><br />Packaging IS important. It is no better for your pet to live on stale, oxidized food than it would be for you. Oxidized fats are also called rancid. If you imagine how healthy a rancid diet is for a human... well, you get the idea. This is about more than just inconvenience.<br /><br />I am posting this review for all the Hills Science diet products with this kind of packaging. If you have had the same experience as me with this product, please take the time to let this company know about it.<br /><br />I love my animal. I want to keep feeding him what the vet tells me is good for him. But this quite literally the worst reseal that I have ever had the misfortune to encounter.<br /><br />Theo.",0.0
This Olive oil has a pretty good flavor.  I purchased w/ subscribe and save to get a 15% discount.  The containers were smaller than i thought so it wasn't a really good price.  Overall I'm satisfied with the purchase and would recommend this product.,0.0
"After waiting a ridiculous amount of time for my case of 15 5oz bags to arrive, upon opening the box noticed that every bag had been chewed open by a mouse.  Don't know if it is still in the box, but it is outside on the porch.  When my son gets home, I'm going to have pictures taken and email to Amazon.  The outside Amazon box was intact, so it had to be either from the Kettle Chips people or the Amazon warehouse, don't know which.  I will never buy these again from Amazon.  I cannot tell you how disgusted I am with this purchase.  It makes me sick to think about it!<br /><br />I included pictures at the top of the page.  Poor little mousie must have high cholesterol now.<br /><br />Update:  I forgot to mention that I offered to email the above pictures of the mouse damage to Amazon but was told they didn't want them.",0.0
"This is not your typical baby food review.  I ordered these for my cats so they can have more fiber in their diet (issues with constipation), and they LOVE the winter squash baby food.  My two cats go crazy simply hearing the ""pop"" sound of a newly opened jar.  The jars themselves are made of pretty thick glass, so I've had no issues of glass breaking.  Can't beat the price per bottle (after subscription) anywhere else on the web or at the local grocery store.  Totally satisfied customer here.",1.0
"This is the best baby cooker product out there!  I don't need a separate steamer and blender, it's all in one!  It's also very quick, I can defrost food evenly in minutes.  Plus, it's small enough to take on trips with me.  I love it.",1.0
"This sauce just about knocked my socks off. I am really amazed at the great taste. The heat is very slight, which I prefer, so the other flavors can also be recognized. Actually, this is better sauce than I can make even after spending hours in the kitchen. Coming from south central Texas, we are exposed to a wide variety of quality Mexican food. I've never tasted better sauce. I used a jar to make some burritos the other night and had no leftovers.",1.0
"These cookies are so special - I find myself craving them throughout the day. I bought them especially for my afternoon tea, but find them in my fingers for breakfast, after lunch, even late at night when I should not be eating cookies. Sigh. I wish the boxes were bigger so I wouldn't have to order as often.",0.0
"Let me start by saying I like French roast, pressed coffee. I was purchasing 1 lb. S***bucks French roast and having it ground for the press weekly. This coffee, GM Double Black Diamond (k-cup) and Gevalia Dark Italian Roast (Tassimo)come so close I do not purchase the ground coffee any longer. Very strong, full bodied coffee without being bitter or having an aftertaste. If you like strong, fresh coffee this is it.",1.0
"I purchased several of these during the holidays.  1 for me and several others as gifts.  It was a hit with everyone.  It comes packaged very well and for a good price.  The teas are good and a good variety of teas.  I love tea and only drink tea; so this is a large amount of tea for the money, the taste is good and I would recommend this product.",0.0
"I got two bags of this tea in a Tazo tea sampler box.<br /><br />Brewing it, it smells pretty intense. Drinking it, it tastes pretty intense. A very strong sour citrus flavor, coupled with an inexplicable slightly gelatinous texture. After a few sips I decided that I did not care for it as it was, and added some powdered non-dairy creamer to the mix, to see if that improved anything.<br /><br />The creamer did not dissolve well in the tea, but rather, it coagulated into little clumps, making the already-odd texture of the tea even more odd, and not improving the flavor in any significant way.<br /><br />Perhaps the moral of the story is that I do not like orange-flavored tea, but I found this particular orange tea to be unpleasant beyond my expectations.",0.0
"Coffee was on back order, was worth the wait, greatest tasting French Vanilla K-Cup Coffee around.",1.0
"Stacy's Simply Naked are the best of the pita chips available on the market.  They go well with a variety of foods from pate to spinach dip, yet are very tasty all by themselves. These pita chips are perfectly salted and are crisp without the heavy, doughy brittleness found in other pita chips.",1.0
"Purchased this to make some kimchi, and I loved it! Nice price, flavor and spiciness; will definitely order this again!",0.0
"What a wonderful surprise to find LUCY's on Amazon.com!  I haven't enjoyed a cookie as much as I enjoy LUCY'S since going gluten free several years ago.<br /><br />They have that just-right crunch.<br />They are just sweet enough - not too, not not.<br />They are just the right size.<br />They have just the right ""mmmmm"" factor.<br /><br />THANK YOU DR. LUCY for sharing the ""lemonade"" you made from the dietary lemons life gave you too!  You've given me many appreciated ""mmmmmmm"", ""mmmmmm"", ""mmmmmmm"" moments!<br />Catsy",1.0
I use this tea in my iced tea maker and it makes great tea!  It's a different tasting tea if you're used to plain old Lipton ice tea but I like the distinctive flavor.  It's great with lemon!,1.0
"I second Joanna Daneman's observation that these golden Oreos are preferable to the regular chocolate Oreos when you are in public.  Oh, how many times have I enjoyed an Oreo milkshake on a hot day, only to smile widely at everyone with a mess of chocolate cookie in my teeth?  *shudders*<br /><br />So, only downside to the Golden Oreos is that I don't think they'd be as good in a milkshake as regular Oreos.  But the pluses are many with the Golden Oreos... a crisp vanilla cookie that is very good all on its own, but sweet biscuits and gravy, the vanilla cookies are paired with a sweet filling.  They are addictive.<br /><br />If you like vanilla sandwich cookies, try the Golden Oreos!",1.0
"Thanks for your service. The price, quality, volume and delivery terms and period were all excellant.<br /><br />H. Balkin",1.0
The ones I got were fresh and delivered promptly. The price is a little high though . So price is my only complaint .,0.0
"The red berries cereal is great crispy or soggy, it's still good! Low in calories, high in flavor. I go through a box a week and if I order this through Amazon I don't fill up extra bags and the cart at the grocery store; it's just easier.",1.0
"I'm working in a war zone here in Afghanistan. Noise was not an issue. funny thing is, All the guys agree that this product is about the same volume as any of the other systems my company sent previously. One of the guys was commenting it is the same as his home system and after using this one is considering trading to is. (I think I'd wait awhile Myself.)<br />Heats quick and the coffee is the best. so many choices also. Highly Recommend.",1.0
My dogs were eating science diet and it seems since my old dachshund reached a certain age she has had issues with it.  She throws it up a lot.  We switched to Royal Canin for Dachshunds and it has been so much better for her.  Both my dachshunds love the flavor and they eat up immediately.  Truly royal food.,1.0
I got the wrong item.  I paid $20 and I got an item worth $5.  They refunded me the money,0.0
"My cats just loved it. They loved the juices, or gravy, with the meat. I liked it too because it was really easy to serve because there are no cans.",1.0
My dog takes thyroid medicine & arthritis medicine twice a day & the pill pockets make it very easy to give them to her.  She eats them right down without hesitation.  They're great!  I will definitely be ordering more.,1.0
"I am so excited to see Amazon offering the Van Houtte k cups. They are by far my favorites. This one is my husbands favorite. I am not big on the fruity flavored coffes, but I love the way this one makes the whole room smell. I was surprised that I like this one. These coffees are a great combination of flavor and a medium bodied coffee. I have tried five of their flavors and all of them taste exactly like what they are supposed to taste like. The 5 I have tried are the raspberry truffle of course and Creme Caramel (tastes like those little square caramels you see at Halloween), Spicy Mayan ( My favorite chocolate and cinnamon mix), pecan praline and creme brulee. I am so happy I no longer have to spend more to stock these coffees. My house is never out of the Raspberry Chocolate truffle and the Spicy Mayan. They have the best and most unique flavors. If you like flavored coffee that is full of flavor and yet has a nice smooth medium bodied coffee taste, then these are a must try. I highly recommend the Van Houtte line of k cups.",1.0
"My husband said this wasn't bad, but I found it so acidic and unpleasant that I couldn't even finish my first cup. It brewed up nice and dark, and I could smell the florals and berries in the aroma as advertised on the packaging. Unfortunately, it tasted like a combination of Lipton tea and Folgers. I had been expecting good things from Fair Trade Organic coffee, but this didn't deliver.",0.0
I have two VERY picky shih tzu's that have NEVER turned away from the Venison flavored ZiwiPeak. They eat it daily and are happy doggies! I recommend this product to anyone who has a picky pooch!,1.0
"I use this product to supplement my protein intake..i also eat fish and yogurt for protein...i mix this product in a shaker with white grapefruit juice..the red or pink grapefruit juice is too sweet...i like the taste and also the energy boost from this product...it does taste very ""earthy"" but that is fine...i drink the protein shakes thru the night at work and i have plenty of energy...i do not drink any caffeine and have plenty of energy...i highly recommend this product...try it with the white grapefruit juice too!",1.0
"Blended in my Magic Bullet, heated in the microwave on high for 1.5 minutes... oohh so delish... much better than Hot Chocolate... yummers...",1.0
"King Arthur Flour is one of the best flours available and have used it for years.  I recently started using their Gluten Free Flour and find it to be excellent.  However, I purchase it in my local supermarket for $7.49 - so check around because 24 ounces doesn't go very far and at the prices listed here it can get very expensive to bake.  You will not be disappointed at the quality.",1.0
"I had ordered this product because a friend told me how excellent it is and then my financial situation changed and I had to cancel my order.<br /><br />These folks were most understanding and professional.  There was no hassle dealing with them, they cancelled my order promptly and when my financial situation improves, I will buy from these folks.<br /><br />Not all sellers are honest.............these folks appear to be.<br /><br />And my girlfriend gave me an ounce of their Vanilla Extract and it is excellent!",1.0
My 8 year old dog and 6 month old puppy love these! I give them 1-2 per day because they love to chew. I am almost finished with the first bag and there have been no problems that other users have mentioned. Great price and the dogs love them!,1.0
"<a href=""http://www.amazon.com/gp/product/B000NBQUNW"">Benecol Smart Chews, Caramel, 120 Soft Chews</a><br /><br />The Smart Chews are a very tasty product but I was looking for a product to reduce my high cholesterol without taking statins.  My results came in today after taking 3 a day for a month.  There was no improvement or very little in my LDL.  HDL was OK.  Smart Chews are a nice candy but that was not the objective.  Sorry to give Benecol a bad review.  Everyone's body is different.",0.0
"Originally we bought this spice at another store.  Much to my shock they were no longer stocking it, I was so happy to find it on Amazon.  The momment it arrived at the house I was anticipating the marvalous pullrd pork my partner would make with it.  I wasn't disappointed.  YEAH!!!",1.0
"The product was stale, 8 months old. My package was unaccounted for almost 10 days. I contacted customer service several times inquiring about my shipment, and did not get any help. I will not recommend or use their services again.",0.0
"I love my hemp hearts. I had a difficult time the first three weeks getting my body accustomed to them. The hearts had an opposite effect on me than other customers about whom I have read.  I now eat them daily and find I have more energy, plus, the overall effect seems to be positive.",0.0
"I had been using <a href=""http://www.amazon.com/gp/product/B005172H3K"">Raw Cacao Powder - 5 oz - Powder</a> but then I tried the Pacari Cacao powder from RawFoodWorld and this is so much better.  The flavor is so much more powerful that I have to cut back on the amount of chocolate I add or it is overpowering.<br />Here's a tip for any chocolate/cacao recipe, always add a pinch of himalayan salt and vanilla to optimize the chocolate flavor; you'll be so glad you did!  : )  Take it from a chocoholic.",1.0
"It has been over three weeks and I still have not received this product.  And, they have charged me for it already...",0.0
"I like that the flavor is fresh and savory without any animal fat.  Preparation is a little bit of a hassle because you really have to stir this stuff several times during cooking process, but there's no clean up.",0.0
"I can't open this bag.  It is just too beautiful.  Five glorious pounds of gummi.  It sits on my kitchen table.  The rainbow of colors twinkling in the sunlight.  Every time I get close to picking this HUGE bag up, my heart starts racing.<br /><br />These Gummis were made in Turkey and imported into Baltimore.<br /><br />The bag is not resealable so ensure you have some tupperware or a resealable bag when you open it.  A resealable bag is a must.  Gummis that have been exposed to air will harden and lose flavor.  To waste a single, solitary gummi would be a crime.<br /><br />For those who track such things, the average gummi serving is 17 pieces.  That serving will get you 140 calories.  With FIVE pounds of gummis, you will be counting all night long.<br /><br />It takes, on average, approximately 45 minutes for a gummi to melt away in your mouth -- that is, if you can keep it in your mouth that long.  Most people, myself included, will immediately start chewing on the gummi to get at the tasty fruit flavors.<br /><br />Speaking of flavors, let's talk about the goodness that goes into a gummi.  There are many ingredients:  Corn Syrup, Sugar, Gelatin, Dextrose, Citric Acid, Starch, Artificial and Natural Flavors, Fractionated Coconut Oil, Caarnauba Wax, Beeswax Coating, and Artificial Colors -- Yellow 4, Red 40, and Blue 1.<br /><br />I'm not sure how they cram all those ingredients into a gummi less than an inch tall and a 1/4 wide...but they do...and it tastes amazing.<br /><br />Even now, as I write this review, I'm enjoying a pair of gummis.  My mouth is doing a dance as I type.<br /><br />You won't be disappointed.",1.0
"Finally, there is a nutrition bar that is wheat free and delicious.  I am so excited!  I decided to delete gluten from my diet 13 years ago.  It was the best<br />nutrition decision I have ever made.  These wheat free bars are delicious!  Since I deleted gluten from my diet by my own choice, my system cannot handle anything<br />with gluten.  Also, Uno Pizzeria has a gluten free pizza which is delizioso.  Buon appetito!!",1.0
This popcorn topping's unique blend of seasonings and cheese is ideal for the popcorn aficianado. I was so grateful to find it online after searching for several months in my neighborhood grocery stores who no longer carry it.,0.0
"Notice in the picture (at the bottom, barely readable), that this is coarse salt. The description does not mention this anywhere. I was expecting ""fine"" ground salt--I have not seen this brand come in anything but ""fine"" before.",0.0
"This gluten free brown gravy is very good, it has a smooth texture.  The flavor is just like home made.",0.0
